User-ID,city,state,Age
1261,el paso,texas,46
1262,roseland,new jersey,39
1266,island lake il.,illinois,19
1297,los gatos,california,30
1309,walker,louisiana,28
1348,sacramento,california,43
1355,roseville,minnesota,71
1359,houston,texas,14
1360,north hollywood,california,36
1368,hopewell,virginia,22
1375,dinwiddie,virginia,59
1377,swansea,massachusetts,20
1389,trenton,michigan,22
1396,santa barbara,california,35
1399,york,maine,41
1403,virginia beach,virginia,26
1409,farmington hills,michigan,74
1410,amherst,new york,22
1412,winston-salem,north carolina,47
1427,mililani,hawaii,22
1433,woodbridge,california,54
1435,st. louis,missouri,36
1448,la mesa,california,61
1485,allendale,new jersey,30
1489,somerville,massachusetts,20
1511,cuyahoga falls,ohio,25
1513,oak hill,virginia,40
1515,bloomington,indiana,27
1519,raleigh,north carolina,61
1530,hartsdale,new york,26
1535,virginia beach,virginia,69
1548,brooklyn,new york,28
1554,lincoln,nebraska,29
1558,normal,illinois,61
1570,brooklyn,new york,28
1582,san francisco,california,48
1583,san francisco,california,48
1585,albuquerque,new mexico,29
1596,jackson,tennessee,51
1597,west columbia,texas,23
1608,collingswood,new jersey,27
1617,chicago,illinois,24
1633,brooklyn,new york,29
1641,winston salem,north carolina,22
1674,minneapolis,minnesota,26
1683,chico,california,46
1706,olympia,washington,26
1718,framingham,massachusetts,28
1723,danbury,connecticut,40
1730,el paso,texas,33
1733,independence,west virginia,30
1759,hollywood,florida,29
1768,newington,connecticut,25
1773,northridge,california,16
1775,albuquerque,new mexico,14
1790,chicago,illinois,25
1802,lake luzerne,new york,43
1803,northville,new york,48
1812,provo,utah,24
1848,bellingham,washington,22
1869,westfield,massachusetts,21
1881,binghamton,new york,31
1892,fort wayne,indiana,47
1898,waukegan,illinois,47
1900,kent,ohio,51
1928,kansas city,missouri,17
1937,bozeman,montana,42
1945,wrightsville beach,north carolina,54
1961,grand rapids,michigan,17
1971,ames,iowa,25
1989,phoenix,arizona,27
2024,oakland,california,34
2030,seabeck,washington,31
2033,omaha,nebraska,27
2035,longwood,florida,15
2036,frenchtown,new jersey,49
2046,philadelphia,missouri,22
2060,pennsauken,new york,54
2070,pembroke pines,florida,22
2077,minneapolis,minnesota,25
2082,akron,ohio,14
2090,dudley,massachusetts,28
2103,minneapolis,minnesota,43
2106,denver,colorado,44
2115,escondido,california,55
2134,oakland,california,35
2136,salem,oregon,45
2139,chesapeake,virginia,33
2147,las vegas,nevada,35
2152,grosse pointe,michigan,1
2179,sunderland,massachusetts,30
2190,lenexa,kansas,29
2218,stratham,new hampshire,48
2230,harpers ferry,west virginia,44
2238,san diego,california,34
2255,charlottesville,virginia,35
2276,niskayuna,new york,46
2281,vancouver,washington,30
2287,north chili,new york,35
2288,spring hill,tennessee,30
2295,el sobrante,california,21
2296,wenatchee,washington,61
2313,cincinnati,ohio,23
2324,atlantic beach,florida,40
2336,van buren,arkansas,17
2337,grove city,ohio,34
2340,st. louis,missouri,29
2350,st. louis,missouri,24
2357,philadelphia,pennsylvania,35
2358,bryan,texas,23
2363,mountain home,idaho,42
2366,lathrup village,michigan,16
2368,largo,florida,18
2375,norfolk,virginia,20
2376,bay village,ohio,38
2388,hawley,pennsylvania,64
2399,kent,ohio,32
2411,lake city,florida,37
2417,lakeland,florida,35
2437,san antonio,texas,45
2439,atlanta,georgia,26
2461,san francisco,california,59
2470,phoenix,arizona,22
2473,elkhart,indiana,31
2499,boulder,colorado,49
2562,wheeling,illinois,53
2583,cedar rapids,iowa,33
2590,el cerrito,california,26
2597,ypsilanti,michigan,29
2605,marina del rey,california,33
2622,los angeles,california,41
2630,kingsland,texas,66
2632,farmingdale,new york,47
2634,addison,texas,53
2640,college station,texas,24
2643,cedar park,texas,28
2653,los angeles,california,46
2656,kelseyville,california,83
2678,fort collins,colorado,16
2683,gulf breeze,florida,17
2687,tucson,arizona,35
2690,cordele,georgia,35
2700,kenosha,wisconsin,29
2718,naples,florida,30
2719,staten island,new york,37
2766,frisco,texas,42
2790,san antonio,texas,50
2793,jefferson,georgia,34
2854,deptford,new jersey,36
2855,dallas,texas,35
2861,columbus,ohio,26
2883,pacific grove,california,43
2892,portland,oregon,26
2914,san jose,california,34
2935,barstow,california,59
2945,franklin,tennessee,29
2948,raleigh,north carolina,24
2954,wichita,kansas,71
2972,phoenix,arizona,60
2977,richland,washington,25
2995,belleville,illinois,61
3052,houston,texas,31
3061,st. louis,missouri,19
3063,fort washington,maryland,57
3087,berthoud,colorado,20
3100,oakland,california,42
3104,watertown,massachusetts,27
3133,wapakoneta,ohio,34
3142,lawrenceville,georgia,29
3145,austin,texas,34
3150,phoenix,arizona,51
3166,dallas,georgia,15
3167,milwaukee,wisconsin,42
3172,arlington,virginia,32
3174,flagstaff,arizona,24
3175,hartford,wisconsin,35
3194,logan,utah,20
3197,ore city,texas,38
3243,atlanta,georgia,28
3260,lawrenceville,georgia,45
3296,rochester,minnesota,63
3300,cabot,arkansas,49
3331,mckeesport,pennsylvania,60
3344,tucson,arizona,61
3350,colorado springs,colorado,23
3363,knoxville,tennessee,29
3371,groveland,massachusetts,25
3373,elk grove,california,30
3393,aurora,illinois,55
3418,san diego,california,14
3427,eldorado,illinois,50
3437,honolulu,hawaii,103
3445,la mirada,california,45
3463,conrad,iowa,66
3467,fort wayne,indiana,36
3472,seattle,washington,24
3481,littleton,colorado,49
3505,florissant,missouri,30
3509,san diego,california,29
3514,evansville,indiana,22
3543,elgin,texas,37
3544,edgewater,maryland,58
3546,milwaukee,wisconsin,27
3550,new york,new york,30
3556,bismarck,north dakota,68
3573,fair lawn,new jersey,32
3580,essington,pennsylvania,44
3586,akron,ohio,46
3601,tallahassee,florida,33
3603,wildwood crest,new jersey,34
3604,pacific,missouri,26
3605,bristol,rhode island,28
3611,santa rosa,california,0
3669,williamsburg,massachusetts,34
3679,allston,massachusetts,25
3693,hampton,virginia,23
3694,raleigh,north carolina,16
3709,lucama,north carolina,30
3719,eielson afb,alaska,18
3728,pembroke pines,florida,40
3756,round rock,texas,44
3775,port angeles,washington,57
3776,homer,alaska,39
3792,sacramento,california,12
3798,anchorage,alaska,23
3817,columbia,south carolina,29
3821,scottdale,pennsylvania,36
3827,orlando,florida,23
3829,columbia,south carolina,28
3837,san francisco,california,21
3840,meriden,connecticut,46
3865,chandler,arizona,25
3869,chapel hill,north carolina,38
3871,roseburg,oregon,50
3884,arlington,washington,64
3910,allston,massachusetts,25
3921,geneva,illinois,45
3938,los banos,california,37
3939,kenai,alaska,53
3943,detroit,michigan,40
3954,detroit,michigan,24
3959,st.clair shores,michigan,23
3975,c.m.c.h.,new jersey,29
3977,columbiana,alabama,63
3999,new braunfels,texas,71
4016,port allen,louisiana,17
4017,new orleans,louisiana,48
4035,alameda,california,60
4044,eagle mountain,utah,33
4066,birmingham,alabama,31
4091,estill springs,tennessee,77
4092,hixson,tennessee,27
4118,mesa,arizona,20
4122,portland,oregon,24
4138,austin,texas,20
4148,wallingford,kentucky,20
4157,birmingham,alabama,39
4165,kasilof,alaska,53
4169,fairbanks,alaska,57
4179,fairbanks,alaska,18
4181,anchorage,alaska,44
4183,anchorage,alaska,57
4185,graham,washington,63
4187,wasilla,alaska,35
4188,north pole,alaska,34
4191,juneau,alaska,26
4197,anchorage,alaska,61
4198,new port richey,florida,14
4228,austin,texas,41
4285,adrian,michigan,50
4286,pittsboro,north carolina,51
4309,santa monica,california,34
4369,georgetown,texas,74
4375,rockville,connecticut,32
4385,albq,new mexico,33
4401,boston,massachusetts,28
4419,garland,texas,29
4438,chico,california,42
4443,berkeley,california,59
4444,washington,dc,29
4516,greenville,south carolina,66
4541,atlanta,georgia,32
4570,santa monica,california,40
4573,santa cruz,california,32
4600,little rock,arkansas,32
4622,norfolk,virginia,18
4714,mentor,ohio,22
4769,ny,new york,35
4781,manchester,new hampshire,47
4784,arvada,colorado,21
4785,litchfield,connecticut,30
4795,rochester,new york,18
4806,north bergen,new jersey,29
4821,lagrangeville,new york,44
4823,van nuys,california,37
4852,santa cruz,california,56
4864,atascadero,california,30
4870,seattle,washington,39
4938,charleston,south carolina,30
4970,olympia,washington,18
4980,arvada,colorado,21
4994,largo,florida,16
4995,chicago,illinois,33
4998,melbourne,florida,18
4999,aurora,colorado,54
5012,san francisco,california,21
5034,carlisle,pennsylvania,21
5037,dodge center,minnesota,26
5049,inver grove heights,minnesota,32
5055,brunswick,maine,15
5062,san francisco,california,22
5066,miami,florida,37
5100,boise,idaho,36
5126,chula vista,california,53
5162,tehachapi,california,66
5170,newark,california,18
5186,orange park,florida,50
5207,indianapolis,indiana,34
5209,medford,new jersey,48
5285,atascadero,california,38
5286,dallas,texas,18
5296,brooklyn,new york,34
5358,richardson,texas,52
5359,farmington,connecticut,55
5361,three rivers,michigan,72
5375,placerville,california,47
5376,portland,maine,41
5385,loomis,california,30
5410,melrose,new york,66
5426,greensboro,north carolina,32
5429,sacramento,california,51
5430,fruitland,iowa,47
5439,houston,texas,66
5448,pine bush,new york,14
5451,murphysboro,illinois,24
5452,reseda,california,26
5468,no comment,wisconsin,15
5469,savannah,georgia,26
5490,lake charles,louisiana,33
5492,pittsburgh,pennsylvania,48
5506,cortlandt manor,new york,19
5517,milwaukee,wisconsin,53
5526,dale city,virginia,49
5539,austin,texas,32
5543,cumberland,maryland,29
5559,lakeland,florida,37
5582,seattle,washington,26
5585,arlington,virginia,39
5591,webster,florida,58
5665,orlando,florida,40
5674,jackson,new jersey,15
5683,lancaster,pennsylvania,16
5710,austin,texas,28
5722,providence,rhode island,23
5728,cullowhee,north carolina,22
5737,newcastle,washington,44
5741,redlands,california,20
5766,powder springs,georgia,40
5774,dallas,texas,32
5775,melbourne,florida,34
5777,the san francisco bay area,california,2
5782,stillwater,minnesota,62
5783,fullerton,california,32
5830,sacramento,california,19
5831,apple valley,minnesota,43
5860,sparta,illinois,41
5861,rowland heights,california,17
5867,new orleans,louisiana,24
5868,lacey,washington,47
5875,harrisburg,pennsylvania,15
5904,alexandria,virginia,37
5920,albany,oregon,35
5922,bozeman,montana,19
5956,indianapolis,indiana,27
5963,san diego,california,38
5964,needham,massachusetts,26
5984,mt. airy,maryland,42
5988,grand prairie,texas,49
5990,boise,idaho,43
5995,rutland,vermont,50
5998,seattle,washington,32
6003,la mesa,california,15
6011,sterling heights,michigan,15
6018,chapel hill,north carolina,38
6022,baton rouge,louisiana,18
6051,austin,texas,33
6073,houston,texas,28
6074,mt. juliet,tennessee,30
6096,peoria heights,illinois,26
6102,jamaica,,28
6103,somerville,massachusetts,24
6112,st.petersburg,florida,16
6120,elizabethtown,kentucky,36
6124,newark,delaware,26
6177,muncie,indiana,20
6184,vienna,virginia,13
6193,brooklyn,new york,17
6226,madison,alabama,40
6229,navarre,florida,38
6247,memphis,tennessee,26
6251,wahiawa,hawaii,32
6261,intervale,new hampshire,46
6265,polk city,florida,69
6312,raytown,missouri,32
6318,ann arbor,michigan,24
6323,wilmington,north carolina,35
6333,san jose,california,45
6338,rochester,new york,18
6345,lake geneva,wisconsin,29
6349,pinson,alabama,66
6364,middletown,ohio,32
6368,spartanburg,south carolina,26
6394,mill creek,washington,43
6397,honolulu,hawaii,59
6398,dallas,texas,20
6400,fairhope,alabama,38
6431,wylie,texas,30
6443,kittery,maine,30
6456,st. louis,missouri,25
6462,cary,north carolina,22
6466,worcester,massachusetts,44
6472,waldorf,maryland,31
6501,monterey,california,25
6505,topeka,kansas,56
6514,miamisburg,ohio,20
6543,strafford,missouri,34
6563,burien,washington,31
6574,glendora,california,62
6577,coral springs,florida,62
6582,solon,ohio,35
6604,vallejo,california,48
6608,los angeles,california,23
6629,hazen,north dakota,19
6637,las vegas,nevada,30
6648,hilton head,south carolina,70
6651,lawrence,kansas,22
6652,frankfort,kentucky,41
6670,union,new jersey,54
6671,altoona,wisconsin,54
6673,palm harbor,florida,66
6680,walled lake,michigan,17
6682,los angeles,california,16
6697,gillette,wyoming,36
6698,orlando,florida,20
6700,adrian,missouri,21
6704,san francisco,california,32
6710,tulsa,oklahoma,30
6731,buford,georgia,29
6761,red wing,minnesota,53
6768,cahokia,illinois,35
6769,olympia,washington,56
6781,hopewell,virginia,22
6782,hopewell,virginia,22
6795,portland,oregon,31
6797,fostoria,ohio,53
6815,indianapolis,indiana,24
6820,falls church,virginia,46
6831,yakima,washington,14
6840,gloucester,massachusetts,17
6865,north richland hills,texas,40
6867,wellfleet,massachusetts,23
6871,raleigh,north carolina,28
6873,mexico,missouri,75
6884,north liberty,indiana,25
6893,cartersville,georgia,20
6894,colorado springs,colorado,20
6900,sunnyvale,california,25
6906,cedar rapids,iowa,63
6914,bridgeview,illinois,27
6917,boise,idaho,39
6924,bonne terre,missouri,42
6931,fort collins,colorado,44
6940,new orleans,louisiana,32
6941,cincinnati,ohio,17
6966,winter haven,florida,42
6968,li,new york,28
6989,lehighton,pennsylvania,18
6990,omaha,nebraska,29
7002,branch,louisiana,32
7010,joplin,missouri,27
7021,chula vista,california,39
7035,windsor,connecticut,42
7053,iowa city,iowa,29
7055,freeport,illinois,64
7060,wild rose,wisconsin,16
7065,irving,texas,37
7072,bismarck,north dakota,11
7084,pocahontas,arkansas,22
7119,rock hill,missouri,66
7125,apo,ae,28
7128,apo,ae,8
7134,bothell,washington,23
7156,st. louis,missouri,20
7158,omaha,nebraska,30
7160,fort atkinson,wisconsin,24
7194,richmond,virginia,25
7197,henderson,nevada,36
7218,la crescenta,california,31
7248,virginia beach,virginia,22
7253,augusta,georgia,32
7262,abingdon,virginia,25
7283,saint marys,georgia,30
7286,pasco,washington,28
7301,worcester,massachusetts,25
7303,scott,arkansas,29
7306,carpinteria,california,29
7310,idaho springs,colorado,46
7312,walnut ridge,arkansas,23
7318,muskegon,michigan,34
7319,pittsburgh,pennsylvania,23
7326,st. louis,missouri,44
7338,roswell,georgia,33
7346,sunnyvale,california,49
7352,houston,texas,53
7360,new milford,connecticut,40
7361,fitchburg,massachusetts,43
7364,ithaca,new york,26
7377,tampa,florida,41
7384,miami,florida,28
7392,jacksonville,florida,34
7398,naperville,illinois,19
7400,oregon city,oregon,22
7403,terrell,texas,14
7418,multiple,traveling nurse do 3 months at a time all over us,34
7419,tenino,washington,25
7424,brooklyn,new york,32
7429,pollock pines,california,73
7431,san francisco,california,25
7440,los osos,california,25
7467,brookline,massachusetts,26
7469,woodstock,georgia,18
7471,new york,new york,36
7474,eagle,idaho,50
7478,culver city,california,34
7482,macarthur,west virginia,49
7495,northglenn,colorado,43
7511,hickory,north carolina,30
7517,roseville,minnesota,29
7523,st. louis,missouri,35
7524,gloucester,massachusetts,27
7557,graham,washington,23
7569,tulsa,,22
7576,san francisco,california,38
7600,kimberling city,missouri,62
7614,santa cruz,california,24
7620,knoxville,tennessee,21
7630,lincoln,nebraska,49
7650,clarksville,tennessee,21
7651,olive branch,mississippi,21
7665,venice,california,30
7732,san francisco,california,47
7744,pembroke pines,florida,34
7754,stockbridge,massachusetts,20
7769,washington,dc,30
7792,pompton plains,new jersey,60
7820,saratoga,california,20
7844,phoenix,arizona,24
7874,damascus,maryland,25
7875,pomona,california,19
7877,eagan,minnesota,41
7882,milwaukee,wisconsin,34
7886,kansas city,missouri,27
7887,altoona,pennsylvania,23
7908,ventura,california,18
7909,hopewell junction,new york,56
7913,mission hills,california,43
7924,fort pierce,florida,62
7928,durand,michigan,39
7942,el cajon,california,17
7945,east windsor,new jersey,59
7961,grand island,new york,32
7962,albuquerque,new mexico,54
7965,hilliard,ohio,15
7980,cambridge,massachusetts,34
7983,longview,washington,26
7984,memphis,tennessee,30
7998,beaverton,oregon,39
8006,milton,massachusetts,34
8016,tallahassee,florida,38
8048,moosup,connecticut,47
8067,owings mills,maryland,26
8073,niles,michigan,50
8104,white bear lake,minnesota,22
8111,fullerton,california,33
8124,catskill,new york,38
8134,needham,massachusetts,28
8138,the dalles,oregon,28
8142,baton rouge,louisiana,37
8154,toledo,ohio,36
8186,baltimore,maryland,33
8189,denver,colorado,24
8201,clawson,michigan,37
8212,wichita,kansas,21
8219,san francisco,california,25
8220,cleveland,tennessee,34
8223,tulare,california,29
8225,syracuse,new york,25
8232,east point,georgia,33
8234,colorado springs,colorado,44
8238,ambridge,pennsylvania,31
8240,lawrenceburg,indiana,50
8242,livonia,michigan,33
8245,torrance,california,31
8250,carrollton,texas,34
8253,tulsa,oklahoma,26
8255,savage,minnesota,47
8268,dallas,texas,35
8278,cortland,new york,22
8284,manchester,kentucky,28
8296,livermore falls,maine,28
8305,sherman oaks,california,29
8309,mount holly,new jersey,44
8313,warrenville,illinois,36
8314,newark,california,36
8318,vero beach,florida,25
8323,roy,utah,48
8346,beverly,west virginia,64
8362,los angeles,california,28
8370,phoenix,arizona,33
8380,auburn,california,19
8381,bellevue,washington,37
8383,la jolla,california,19
8393,san juan,puerto rico,36
8453,berkeley,california,47
8460,carlsbad,california,66
8487,carrollton,texas,30
8496,tempe,arizona,28
8530,minneapolis,minnesota,16
8541,westcliffe,colorado,68
8550,palm springs,california,0
8570,rochester,new york,23
8599,las vegas,nevada,17
8613,cincinnati,ohio,69
8630,hurst,texas,45
8652,pembroke pines,florida,16
8657,gainesville,georgia,27
8672,manassas,virginia,17
8680,st. charles county,missouri,2
8681,orlando,florida,34
8685,marietta,georgia,32
8706,olathe,kansas,48
8720,anchorage,alaska,31
8730,lebanon,oregon,59
8739,lafayette,louisiana,51
8753,sunnyvale,california,45
8759,jefferson city,missouri,17
8792,bellingham,washington,22
8801,san francisco,california,24
8808,north vernon,indiana,26
8853,los angeles,california,22
8855,seattle,washington,26
8856,forestville,california,31
8862,cliffside park,new jersey,47
8864,st petersburg,florida,26
8870,austin,texas,45
8872,athens,georgia,65
8886,la verne,ca,59
8925,belleville,michigan,26
8930,st. louis,missouri,78
8933,new albany,indiana,23
8935,little elm,texas,35
8936,elizabeth city,north carolina,18
8955,bayside,new york,42
8961,dekalb,illinois,28
8966,truth or consequences,new mexico,24
8988,katy,texas,37
9023,tucson,arizona,33
9027,miami,florida,33
9094,albuquerque,new mexico,14
9105,iowa city,iowa,39
9117,new york city,new york,1
9123,fargo,north dakota,28
9139,mt. pleasant,michigan,17
9140,grand junction,colorado,25
9141,durango,colorado,65
9151,snohomish,washington,47
9154,san francisco,california,29
9174,denver,colorado,37
9200,columbia,missouri,14
9203,great bend,kansas,69
9226,kapolei,hawaii,27
9227,glendora,california,24
9246,st. paul,minnesota,40
9272,san diego,california,16
9296,edgewater,maryland,59
9303,melbourne,florida,50
9340,oak park,illinois,35
9351,new york,new york,16
9354,albuquerque,new mexico,30
9373,banks,alabama,40
9385,scottsburg,indiana,28
9389,west monroe,new york,25
9394,alameda,california,36
9408,waipahu,hawaii,34
9440,indianapolis,indiana,21
9461,boston,massachusetts,13
9465,brooklyn,new york,35
9486,east windsor,new jersey,46
9492,gainesville,florida,19
9502,chillicothe,ohio,22
9525,woodbridge,new jersey,15
9557,cols,ohio,16
9558,bismarck,north dakota,57
9568,wichita,kansas,44
9574,lansing,michigan,33
9579,macomb,illinois,23
9582,creve coeur,missouri,40
9592,eugene,oregon,40
9603,lakewood,colorado,32
9605,ft eustis,virginia,24
9613,collings lakes,new jersey,34
9625,storm lake,iowa,20
9652,saint petersburg,florida,34
9654,jerome,idaho,41
9659,green bay,wisconsin,27
9660,albuquerque,new mexico,35
9664,chapin,south carolina,14
9703,brainerd,minnesota,25
9709,owensville,missouri,24
9714,cincinnati,ohio,40
9716,westwood,massachusetts,19
9717,rockford,illinois,16
9718,brooklyn,new york,35
9721,san dimas,california,47
9730,verdon,nebraska,19
9735,new freedom,pennsylvania,16
9737,covington,georgia,65
9773,palmdale,california,47
9776,temple hills,maryland,25
9787,baton rouge,louisiana,16
9800,huntsville,alabama,36
9806,boulder,colorado,25
9818,houston,texas,52
9834,culleoka,tennessee,30
9838,howell,new jersey,42
9846,union beach,new jersey,45
9856,glendale,colorado,22
9865,pittsburgh,pennsylvania,28
9868,la monte,missouri,20
9882,augusta,georgia,23
9884,whitefish,montana,32
9893,beaverton,oregon,50
9899,gainesville,georgia,50
9908,woodstock,georgia,36
9918,las vegas,nevada,17
9924,sunnyvale,california,17
9929,littleton,colorado,43
9943,lakewood,colorado,32
9952,katy/houston,texas,22
9960,mexia,texas,20
9965,cobleskill,new york,48
9968,omaha,nebraska,0
9991,la mesa,california,43
10001,mesa,arizona,47
10003,spokane,washington,20
10008,sedona,arizona,43
10030,pittsburgh,pennsylvania,66
10047,big lake,minnesota,20
10063,erie,colorado,35
10076,dale,indiana,34
10090,los angeles,california,26
10103,chicago,illinois,36
10112,spokane,washington,26
10118,minneapolis,minnesota,44
10124,menlo park,california,50
10134,herkimer,new york,19
10164,mccomb,mississippi,34
10197,richlands,north carolina,28
10205,las vegas,nevada,22
10209,wichita,kansas,29
10212,concord,california,45
10220,short hills,new jersey,33
10221,bellingham,washington,29
10233,providence,rhode island,22
10239,ocala,florida,31
10241,avon,massachusetts,27
10284,san francisco,california,23
10313,bynum,north carolina,37
10319,ellsworth,wisconsin,45
10325,lockport,illinois,18
10346,addison,illinois,57
10351,seattle,washington,15
10354,martinsburg,west virginia,15
10372,shoreline,washington,20
10373,vienna,virginia,17
10390,dallas,texas,33
10401,sacramento,california,43
10494,phoenix,arizona,25
10501,minneapolis,minnesota,31
10504,columbus,ohio,24
10560,chicago,illinois,27
10578,monroe,georgia,16
10607,plattsburgh,new york,60
10619,douglas,alaska,33
10686,bloomfield,new jersey,27
10696,hudson falls,new york,11
10697,lexington,kentucky,20
10708,ijamsville,maryland,28
10710,auburn,california,13
10716,troy,michigan,54
10729,keene,new hampshire,35
10750,sioux falls,south dakota,24
10754,mechanicsburg,ohio,38
10758,austin,texas,25
10760,san marcos,texas,67
10794,ardmore,pennsylvania,35
10813,washington,missouri,45
10819,richmond,kentucky,27
10829,oshkosh,wisconsin,38
10830,san francisco,california,21
10840,st. peter,minnesota,51
10857,dow city,iowa,38
10899,wahiawa,hawaii,24
10921,middleburg,florida,65
10924,silver lake,missouri,20
10932,marco island,florida,49
10951,cape canaveral,florida,62
10969,south bend,indiana,59
11024,lacygne,kansas,64
11031,norfolk,virginia,38
11065,columbia,missouri,46
11078,san jose,california,52
11080,westport,washington,50
11101,webster groves,missouri,26
11124,union city,new jersey,30
11155,richardson,texas,27
11156,mesa,arizona,50
11187,clearwater,florida,60
11206,paris,tennessee,62
11208,milton,wisconsin,40
11212,walkerville,michigan,47
11224,tumwater,washington,51
11225,la crescent,minnesota,35
11231,hinesville,georgia,37
11240,casagrande,arizona,36
11247,st. paul,minnesota,45
11250,albuquerque,new mexico,13
11260,vineland,new jersey,37
11287,salt lake city,utah,54
11298,akron,pennsylvania,45
11317,buffalo,new york,25
11321,dublin,ohio,17
11325,seattle,washington,23
11328,alma,arkansas,51
11341,lexington,minnesota,45
11351,tubac,arizona,59
11374,zionville,north carolina,48
11378,virginia beach,virginia,45
11387,euclid,ohio,55
11401,smithville,missouri,17
11403,durand,michigan,48
11405,casa,arkansas,22
11425,todd,north carolina,15
11435,ventura,california,61
11441,omaha,nebraska,34
11450,loma linda,california,62
11453,freeland,michigan,36
11457,missouri city,texas,26
11489,mesa,arizona,28
11509,whittier,california,65
11517,onley,virginia,57
11520,jasper,florida,45
11521,st. louis,missouri,24
11547,valley springs,california,19
11554,houston,texas,35
11581,irvine,california,56
11593,brooklyn,new york,35
11594,san ramon,california,63
11629,houston,texas,21
11643,senatobia,mississippi,34
11648,sacramento,california,60
11657,cincinnati,ohio,25
11668,west lafayette,indiana,35
11681,arlington,texas,29
11709,davison,michigan,29
11724,west lawn,pennsylvania,42
11788,jenks,oklahoma,30
11797,houston,texas,32
11802,st. louis,missouri,20
11819,dunbar,west virginia,52
11830,sonoma,california,16
11874,columbia,missouri,36
11898,milwaukee,wisconsin,25
11924,amherst,massachusetts,19
11940,maitland,florida,52
11945,los angeles,california,28
11951,lansing,illinois,65
11993,lakewood,colorado,37
12014,bonney lake,washington,33
12035,rockford,illinois,39
12110,dracut,massachusetts,43
12111,plainfield,illinois,40
12112,austin,texas,40
12143,pleasant hill,california,51
12154,pittsburgh,pennsylvania,41
12158,fort wayne,indiana,49
12200,denver,colorado,25
12203,hull,georgia,16
12209,poughkeepsie,new york,18
12220,methuen,massachusetts,46
12225,allendale,michigan,20
12231,cape coral,florida,28
12233,el cajon,california,33
12238,oklahoma city,oklahoma,31
12244,houston,texas,47
12264,kuna,idaho,39
12278,virginia beach,virginia,30
12281,new york city,new york,23
12282,greenwood,indiana,23
12283,oklahoma city,oklahoma,66
12285,livermore,california,38
12293,denver,colorado,42
12294,buffalo,new york,19
12305,hollywood,california,34
12307,gold bar,washington,19
12315,rsvl,arkansas,33
12325,rancho mirage,california,67
12328,knoxville,tennessee,28
12340,new york,new york,43
12343,grass lake,michigan,42
12348,brighton,massachusetts,23
12361,austin,texas,41
12362,dallas,texas,54
12366,colorado springs,colorado,33
12383,americus,georgia,25
12388,ann arbor,michigan,28
12390,fredericksburg,virginia,27
12393,quincy,massachusetts,71
12411,branson,missouri,57
12423,bloomington,illinois,52
