User-ID,ISBN,Book-Rating
277427,0385503857,9
277427,0385504209,8
277427,039304016X,8
277427,0394738136,7
277427,0399149562,7
277427,0399501487,9
277427,0425104338,9
277427,0425116840,8
277427,0425133516,9
277427,0425190749,7
277427,0440185327,5
277427,0440224764,7
277427,0440236061,8
277427,0440236738,9
277427,0440428130,8
277427,0441627404,10
277427,0446350982,9
277427,0446522384,8
277427,0446600415,10
277427,0446608890,10
277427,0446676640,8
277427,0451180739,8
277427,0451191153,8
277427,0451203593,10
277427,0452284449,6
277427,0471018732,10
277427,0553078925,8
277427,0553280368,9
277427,0553351672,10
277427,0553571656,10
277427,0553573926,10
277427,0553574566,9
277427,0553581929,9
277427,0670307254,8
277427,0671014420,5
277427,0671037692,8
277427,0671528904,8
277427,0671727079,9
277427,0671740504,8
277427,0671749897,8
277427,0671876821,8
277427,0679417648,10
277427,0679419853,10
277427,0679731148,9
277427,0679736042,5
277427,0736903054,8
277427,0740723367,9
277427,0743406176,8
277427,0743412028,9
277427,0743422082,9
277427,0743444477,9
277427,0743457943,8
277427,0767903382,10
277427,0785243038,7
277427,0786866845,10
277427,0805018956,10
277427,0810909650,5
277427,0811802981,10
277427,0811811409,10
277427,0812504798,8
277427,0812531353,8
277427,0836210263,10
277427,0836217691,10
277427,0836218515,10
277427,0836218817,10
277427,0836221192,10
277427,0836221311,8
277427,0836236688,10
277427,0843947888,7
277427,087605534X,8
277427,0887621112,6
277427,0890876517,10
277427,0890876967,6
277427,0897330536,8
277427,0898157803,10
277427,0898794080,7
277427,0898794544,8
277427,0932592007,8
277427,1400060265,10
277427,1562923668,10
277427,1565075722,10
277427,156865037X,7
277427,1576733343,10
277427,8251800811,7
277432,0373765541,8
277435,031215125X,8
277436,0590629786,10
277436,0590629794,10
277436,0590629808,10
277436,0590629816,10
277439,0312242026,5
277439,0316666343,7
277439,0345444892,5
277439,0345452550,5
277439,0399149821,7
277439,0553579134,7
277439,0671027360,7
277466,0380718340,7
277466,0440226414,7
277466,0553292722,8
277466,0553571885,8
277473,0785264280,8
277474,014038572X,5
277486,0812520165,8
277519,0895261901,10
277523,0312289723,10
277523,0316603570,10
277523,0316693200,10
277523,0345452577,10
277523,0345452593,10
277523,0385336322,10
277523,0385336357,10
277523,0385508042,10
277523,0385510438,10
277523,039915180X,10
277523,0440241537,10
277523,0446530891,10
277523,0446613843,10
277523,0515133302,10
277523,055308576X,10
277523,0553801589,10
277523,0553803409,10
277523,0671886665,10
277523,0684835983,10
277523,0743206045,10
277523,0785275967,7
277523,1558744150,10
277535,0316601950,9
277535,034543739X,7
277554,0345392825,9
277554,0345435168,3
277554,0452268060,5
277554,0553211803,7
277556,0345318587,10
277563,0312971400,6
277563,0312986769,7
277563,0312995431,9
277575,0142004235,5
277575,0446301582,9
277575,0446608262,9
277619,0618002219,8
277623,002542730X,5
277623,0028604199,9
277623,0140340203,9
277623,0786890436,4
277623,1400031346,8
277623,1400031354,8
277629,0312857322,7
277629,0374184232,4
277629,0380005166,7
277629,0380018179,8
277629,0385472943,8
277629,0399132414,9
277629,0425116840,6
277629,0440241073,8
277629,0671000306,7
277629,0671000314,8
277629,0671026682,7
277629,0671795740,9
277633,0553245694,7
277639,030702024X,8
277639,0345335058,6
277639,034539657X,8
277639,0380731851,6
277639,0425071014,6
277639,0425142485,7
277639,0425147363,8
277639,042516098X,5
277639,0440211727,8
277639,0440214041,9
277639,0440430712,7
277639,0446794031,8
277639,0449200256,8
277639,044921852X,7
277639,0451085108,9
277639,0451162145,8
277639,0553235354,8
277639,0553297260,8
277639,0553579754,7
277639,0671416367,7
277639,0671823035,7
277639,0812543262,8
277639,082173766X,6
277641,0375406328,7
277641,0452277337,8
277648,0679745580,8
277691,0446607657,9
277710,0061015725,4
277710,0312983395,5
277710,0425192032,9
277710,0446611638,5
277710,0446613843,6
277710,0451208765,10
277710,0451210840,5
277710,0451210867,5
277710,0451210875,8
277710,0553582763,6
277720,1551663058,5
277737,0440217520,8
277737,0743469984,8
277746,0843950366,9
277752,0316666343,7
277752,0679734775,8
277756,0385484518,7
277759,0553211404,7
277764,0399501487,9
277765,0553272535,8
277776,0345339681,7
277778,0061097314,8
277782,0425173739,7
277783,0380778556,8
277788,0440407524,8
277795,0064406601,5
277798,0385484518,8
277800,0590684841,7
277801,0380750260,7
277802,0553210793,6
277803,0142001740,8
277808,0553272535,9
277817,0425173755,10
277820,0689843186,8
277823,0140345353,8
277825,0060931396,10
277827,0380778556,9
277828,0380778556,8
277833,0809015803,10
277835,014032724X,10
277844,0140345353,8
277898,1558744606,8
277901,0064440044,10
277901,0140239820,7
277901,0446672211,7
277901,0446675059,7
277901,0452282152,8
277901,0679427430,8
277901,0894716174,9
277901,089480751X,6
277903,0440226430,8
277911,0399138250,10
277913,0452284937,4
277922,0345384377,7
277922,0440225701,6
277922,0446609943,7
277922,0451171071,10
277922,0553580191,9
277922,0553582917,10
277928,0374266441,9
277928,0375410287,8
277928,0380978210,4
277928,0385301499,8
277928,0449908186,10
277928,0553057014,7
277928,0679751602,10
277928,0679764925,8
277928,0679770151,10
277928,0767915062,9
277928,0804105820,9
277928,0892963883,6
277928,1573220310,10
277937,0060934417,9
277937,0316168815,7
277937,0316785261,6
277937,0345468694,6
277937,0452283205,7
277937,0452283868,6
277937,0684848406,6
277937,0743225325,6
277937,0743237188,7
277938,0446672211,9
277938,0451184734,8
277938,0743437802,9
277954,0140096922,9
277954,0375507876,9
277958,0142001740,9
277959,0156027321,8
277959,0446529788,6
277959,0553802542,7
277959,0688179088,8
277959,0743204697,10
277959,0767905385,6
277959,1551668904,7
277969,0446527785,8
277975,0440216818,9
277989,1558745157,6
278007,0316601950,6
278007,034543479X,8
278007,0374480095,8
278007,0446670251,6
278007,0804115761,7
278007,0821766570,5
278007,1551669110,6
278024,0375757597,1
278026,0060572965,9
278026,0061009059,8
278026,0061020028,8
278026,0061031410,8
278026,0061094129,8
278026,0312983433,8
278026,0345440064,8
278026,0380731851,5
278026,0380820889,8
278026,038533558X,9
278026,0399142649,8
278026,0440221048,8
278026,0446527041,8
278026,0446531588,5
278026,0446610607,7
278026,0446612510,8
278026,0449006522,8
278026,0449219364,6
278026,0449221512,5
278026,0449227545,3
278026,0451179153,8
278026,0451179897,6
278026,0451202473,7
278026,0451204301,8
278026,0451206525,8
278026,0515125490,8
278026,0515129038,5
278026,0515130389,8
278026,0515135968,8
278026,0553582364,6
278026,0671001795,8
278026,0671658301,9
278026,0671891537,9
278026,0684810387,8
278026,068815333X,7
278026,0743206045,7
278026,0786889667,5
278026,1551667517,7
278026,1551669625,6
278075,044900371X,7
278075,0452282152,8
278079,0385486804,8
278079,0440236053,5
278085,0374270325,7
278095,0553210416,7
278100,0425144062,8
278100,0451160916,8
278100,0812549287,2
278112,0385472951,8
278112,0440236665,7
278112,0515118230,6
278119,044661162X,9
278137,0060002492,7
278137,0061057894,9
278137,0140067647,9
278137,0140350144,8
278137,0345274695,8
278137,0345331044,8
278137,0345337662,7
278137,0373089376,9
278137,0373115377,8
278137,0373115431,8
278137,0380600129,8
278137,0380708655,6
278137,0425065553,8
278137,0425189082,9
278137,0425194876,9
278137,0440844444,9
278137,0440940001,8
278137,0446606812,7
278137,0449209830,8
278137,0515094978,8
278137,055325698X,8
278137,0553287532,9
278137,0670894508,4
278137,0671434225,8
278137,0671525808,9
278137,0671745093,7
278137,0804106304,8
278137,0842339337,9
278137,0842354220,9
278137,0895774011,8
278137,1556611536,9
278137,1558744150,9
278137,1558745017,8
278137,1576739562,10
278184,0425174360,7
278185,0060198346,7
278185,0142000205,4
278188,0156005891,8
278188,0316171565,7
278188,0373218192,7
278188,0373223218,4
278188,0373244487,6
278188,0373272898,6
278188,037327291X,5
278188,0373290861,7
278188,0373441762,4
278188,0373441851,6
278188,0373484003,7
278188,0440122090,4
278188,044022103X,8
278188,0440223571,9
278188,0440225701,9
278188,0446603589,9
278188,0451180348,6
278188,0515124621,8
278188,0553574477,6
278188,0590424939,7
278188,0590424971,7
278188,0590433865,7
278188,0590436414,7
278188,0590437216,7
278188,0590448331,7
278188,0670877514,4
278188,0671644459,7
278188,0671644475,5
278188,0743410181,6
278188,0778320022,9
278188,0778320065,8
278188,0778320286,8
278188,080410946X,8
278188,0821774638,3
278188,1551660679,8
278188,1551661586,6
278188,1551664992,9
278188,1551665220,7
278188,1551665344,7
278188,1551666960,8
278188,1551667487,7
278188,1557485534,4
278200,0553268937,7
278209,014011291X,6
278209,0452267455,7
278238,039480029X,10
278243,0156027321,8
278243,0156711427,8
278243,0375725784,7
278243,0671510053,8
278251,044020562X,7
278253,0345455916,10
278254,0671027360,8
278255,0062720732,9
278255,0440241162,8
278257,0060194596,9
278257,0060974788,8
278257,0449912302,5
278257,0451153553,8
278257,0451170385,9
278259,0451163494,9
278259,0451173139,10
278263,0373218036,8
278270,0679435549,3
278319,1551667525,8
278325,0440214041,7
278345,0061099813,7
278350,0312195516,9
278355,1577780728,9
278356,0060163704,9
278356,006091646X,9
278356,0140167153,8
278356,0312265859,7
278356,0312965338,8
278356,0374270325,9
278356,0439064872,8
278356,0439136369,10
278356,0439139600,10
278356,043935806X,10
278356,0446378445,6
278356,0671016768,8
278356,0786868414,9
278356,0884270610,9
278364,0816730091,10
278388,0786886323,8
278390,0375409440,8
278390,0380730847,7
278390,0385313667,7
278390,0399147195,7
278390,0425182908,4
278390,0440236053,7
278390,044661257X,8
278390,0553569058,9
278390,0671027360,7
278390,0671683993,10
278390,0688152449,7
278390,080410753X,9
278411,0446610542,8
278422,0060935464,9
278422,0385475721,8
278422,0671027360,6
278446,0743418190,6
278459,0451409736,8
278461,0843949090,10
278465,0440217466,10
278469,0316569321,7
278469,0446679593,6
278469,0743237188,7
278488,0553577867,8
278525,0394820371,10
278525,0446518581,8
278540,0060937742,1
278543,0446605239,5
278543,0553096834,7
278550,0345339703,10
278552,0345388879,6
278552,0553573616,9
278552,0671021001,7
278552,0671510053,8
278552,0679768203,4
278552,0684829746,10
278586,0440224624,3
278586,0446606812,5
278586,0553575090,8
278586,0786889187,7
278620,0688165664,4
278653,0446606812,6
278683,0446364495,1
278694,0451197674,7
278694,0451410017,8
278694,0451410785,10
278694,0515132039,6
278694,074341022X,8
278694,0743437802,9
278715,0446404136,7
278723,0446607657,4
278798,0316284955,7
278798,0786868015,7
278800,0312995423,9
278807,0449223612,10
278818,0064405788,10
278818,0743400526,9
278820,0399135790,3
278824,0671014188,6
278832,155874262X,10
278832,1558745718,10
278832,1558747109,10
278836,0312983867,8
278843,0060173289,9
278843,0060517794,7
278843,014028009X,8
278843,0142000205,9
278843,0385260075,8
278843,0399146431,9
278843,0440211263,7
278843,0553274503,8
278843,059035342X,8
278843,0679412956,8
278843,0767902890,9
278843,0786881852,8
278844,0345387651,6
278851,0380865610,5
278851,0439050006,5
278851,0440486599,5
278851,0894803700,5
278851,0914511211,8
278851,1558531025,8
42,0553582747,7
44,0440223571,8
51,0440225701,9
56,0671623249,7
56,0679865691,9
67,0394743741,7
70,1414035004,10
75,1558531025,5
78,0394895894,8
99,0312252617,8
99,0312261594,8
99,0316748641,7
99,0385235941,6
99,0446677450,10
99,0451166892,3
99,0553347594,9
99,0671621009,10
109,0671521519,5
114,0312953453,7
114,0446608653,9
114,0446612545,9
114,0446612618,8
114,0451208080,8
114,0553584383,9
114,0671027360,10
114,0812575954,5
125,0679429220,10
129,0316735736,7
133,0345372700,10
165,0060976845,9
165,0061099325,4
165,0446612545,5
178,0451410319,6
185,0380778556,10
228,0385337639,7
228,039575514X,9
254,0060502320,7
254,0060934700,9
254,0060976977,7
254,0064471047,7
254,0066238501,5
254,0142001740,9
254,0312863934,9
254,0373033605,5
254,0373162669,5
254,0373226063,6
254,0373226144,5
254,0373243944,5
254,0373243979,4
254,0373709889,5
254,0373810431,7
254,0373810601,6
254,0373834446,8
254,0373834489,9
254,0373836023,7
254,0375756469,9
254,037582345X,9
254,0375823468,9
254,0380730448,8
254,0380789035,10
254,0380810492,7
254,0380817845,8
254,0380973634,10
254,0380973650,9
254,0380973839,9
254,0380977281,8
254,038097827X,8
254,0399146431,9
254,0439064864,9
254,0439064872,9
254,0439136350,9
254,0439136369,9
254,0439139597,9
254,0446341932,5
254,0451167317,8
254,0451406176,6
254,0451409256,7
254,0451524934,9
254,0451526341,8
254,0553263633,8
254,0553280325,8
254,0590353403,9
254,0618002219,9
254,0618002227,8
254,0671021001,7
254,0679879242,8
254,0681415207,7
254,1556520743,9
254,156389226X,9
254,1563895730,9
254,1567310877,8
254,156971620X,9
254,1931081727,9
272,0060977477,7
272,0520011171,7
272,0670856045,7
272,0872200760,8
278,0590431110,6
289,0064470113,7
289,0553571486,6
302,0312988699,4
323,1575843366,5
332,0380730138,6
345,067153484X,6
367,0449005615,9
376,0062770500,7
376,0671847546,5
387,0198320264,2
387,0373196989,6
387,0451527747,10
387,0812504208,9
388,0060973897,8
388,0060976845,3
388,006101351X,6
388,0140104682,6
388,039456894X,8
388,0449002632,7
388,0449213773,10
388,0452279690,10
388,0553569058,10
388,0679725393,9
388,0802114369,8
388,0819154946,8
388,0897322339,7
388,0940322978,4
388,1573225126,5
388,1579651658,8
388,1878424319,7
408,0312283784,8
408,0553582682,9
408,0590947257,8
408,0801491827,6
408,1561561428,7
413,0553210092,8
413,0553258524,7
424,0316314927,5
424,0375414746,6
424,0425156842,7
424,0452277337,7
424,0671021001,6
424,0805063897,8
431,0553285343,4
433,0385495145,7
433,0842329129,5
440,0393321576,8
440,0743424425,10
440,0786868015,7
444,0385337132,7
444,0440235057,7
444,0618119760,7
444,0871138646,8
486,0060976845,8
486,0451202341,8
486,0743418190,7
493,0385472951,8
496,0425182878,8
496,055356451X,8
499,0743412621,10
500,0849943450,10
500,084994371X,8
503,0140179836,10
503,0345348656,8
503,0373076746,7
503,0385483724,8
503,0385496095,10
503,0395798671,10
503,0439099404,10
503,0440241006,10
503,0515131679,8
503,068484267X,10
503,0809244942,10
503,1558743669,10
505,006017143X,9
505,0345313860,7
505,0385306032,8
505,038549825X,8
505,042517736X,7
505,0553202294,8
505,0671868713,8
505,0679401377,8
505,0805056491,9
505,0816152446,7
505,1562827049,8
508,0385335679,6
508,0440122090,7
512,0671525832,5
523,0060930187,8
530,0516076272,10
538,0821775863,8
565,0061042943,8
595,0060083298,9
595,0140293248,9
595,0446610399,9
595,0446672211,10
595,0807070718,8
595,1576737357,7
596,0345305477,10
596,0743213831,8
638,0060164662,10
638,0060191929,9
638,0140107649,10
638,0140128107,10
638,0151000719,10
638,0151001006,10
638,0316603287,9
638,0316666343,10
638,0316693006,10
638,0316693200,9
638,0316769487,10
638,0316776963,10
638,0316779423,10
638,0316779490,9
638,0316789089,10
638,0316969443,10
638,0345339711,10
638,0345428900,8
638,0375400699,10
638,0380978539,8
638,0385420161,9
638,0385470819,9
638,0385500769,10
638,0385504209,10
638,0385505833,10
638,0394574745,8
638,0399148582,9
638,0425184129,9
638,0446523569,10
638,0446525502,9
638,0446525537,9
638,0446527793,10
638,0446531332,10
638,0525943862,8
638,052594463X,9
638,0609605925,8
638,0609606727,8
638,0670892963,7
638,0671042556,9
638,0679410430,10
638,0679419624,10
638,0679442790,10
638,0679603352,10
638,067972768X,10
638,0679732241,9
638,0679746048,7
638,0684874318,10
638,0688180639,9
638,0743230051,9
638,0743406176,10
638,0842336214,7
638,1558747028,10
638,1558747346,8
638,1570717257,9
651,0060006048,5
651,0060934719,8
651,0307215342,6
651,0312287240,8
651,0345370740,7
651,0345403339,7
651,0374343381,7
651,0374386676,8
651,0380788497,7
651,0425049981,10
651,0425142485,6
651,0440219604,8
651,0440226694,8
651,0446300101,8
651,0451456548,7
651,0553574159,6
651,0553574167,6
651,0553574175,6
651,0553579673,7
651,0679801146,4
651,0786886463,7
651,0786889160,7
651,0962893862,4
651,156341029X,8
651,1563411148,6
651,1563899388,6
651,1886383421,4
651,1888451084,7
677,0345418778,8
683,0517201658,8
685,039914370X,7
685,0743211383,10
709,0064405052,9
709,0064409457,6
709,0152162445,10
709,015216250X,10
709,0152162577,10
709,0316666343,3
709,0345391802,7
709,0439042917,9
709,043922165X,9
709,0439221676,4
709,0439221684,5
709,0439221706,4
709,0439221714,4
709,0439221730,4
709,0440219078,10
709,0440415993,10
709,0590897985,9
709,0689829698,6
709,0689832877,10
709,1562477528,9
726,0373250339,5
726,0380820447,10
726,0385497679,10
726,0451454243,10
735,038533334X,4
735,0440120470,6
735,0440222818,7
735,0440224829,9
735,044661162X,9
735,0449001954,8
735,0449131548,8
735,0451185277,8
735,0515134368,9
735,0671779338,10
735,1551660016,10
739,1558505377,9
741,0130139165,8
741,0140065172,10
741,0198320264,10
741,0373036582,9
741,0373037449,10
741,0373196725,10
741,0373196741,3
741,0381999866,8
741,0393030342,10
741,044132231X,8
741,0450029956,10
741,0451524489,10
741,0451526503,10
741,0553256785,8
741,0590514776,6
744,0425113892,7
744,042512892X,8
744,0425137945,8
746,014036336X,8
746,0375821813,8
746,0394820371,8
746,0812516826,5
757,034538184X,8
771,0345347536,10
774,055321313X,8
782,0975311255,10
786,0553584510,6
786,0553586122,3
805,0060256672,10
805,0060928336,7
805,0140070206,9
805,0140077022,10
805,014016930X,10
805,0140236589,7
805,0140253602,4
805,0156027321,9
805,0316777730,7
805,0375501851,8
805,0375705228,8
805,038001503X,10
805,039592720X,9
805,0440215625,8
805,0452282152,8
805,0553268449,8
805,0671003755,8
805,0679732764,10
805,0684844729,8
805,0810935627,7
805,0877733759,10
805,0911104542,10
805,1566193966,8
824,0679734775,5
828,0345409469,10
834,0141001771,5
834,0373250177,2
834,0449005569,3
834,0671027344,7
834,0763615382,3
834,0786884622,3
834,0965975401,5
834,1558747346,5
843,006019491X,8
843,0066211611,8
843,0684819066,8
843,0786927089,8
853,0140042520,8
853,0345358791,5
853,0345375211,9
853,034545829X,9
853,0446677574,8
882,0020418809,10
882,0064401847,10
882,0064402967,5
882,0140440399,9
882,0340188022,9
882,0345334930,8
882,0373218400,5
882,0373484224,7
882,0380018179,10
882,0385504209,10
882,0394557433,10
882,0394743180,10
882,039607412X,10
882,0425179672,10
882,0425195899,9
882,0440215978,5
882,0440235162,10
882,0446344109,9
882,0449230279,9
882,0449700712,9
882,0452265347,10
882,051509465X,9
882,0515134368,6
882,0515135062,6
882,0517556278,8
882,0553205587,9
882,0553247921,10
882,0553250426,10
882,0553258656,10
882,0553272586,5
882,0553280589,10
882,0553290207,10
882,0553572997,10
882,0618260307,10
882,067101420X,4
882,0671641778,10
882,0679429220,9
882,067976402X,10
882,0743457943,5
882,8423995801,10
883,0140266771,7
887,0441004016,8
900,0060928336,9
900,0373057296,5
900,0373058446,5
900,0373092237,5
900,0373257074,5
900,0425137015,6
900,0441001335,5
900,0449212084,5
900,0451450604,5
900,0451454677,5
900,0553572490,6
900,0553576976,5
902,067102535X,8
903,0876855575,9
915,0156027321,10
965,0805063889,9
969,068986020X,8
999,0441003257,7
1009,0399149759,8
1009,0451181468,9
1009,0671028375,10
1010,0345384733,5
1031,0345458915,7
1031,0671027360,7
1038,0140317937,5
1054,0375413081,9
1054,1400034779,8
1060,0786885688,8
1075,0142001740,10
1075,0316666343,7
1075,0375726403,7
1075,0385504209,7
1075,0472113658,5
1075,0553377868,9
1075,0609608444,10
1075,0767902521,9
1075,0892967048,8
1075,1400034779,5
1082,1558744606,10
1087,0884043142,9
1094,0553486411,8
1096,059040640X,7
1096,1566197155,7
1113,0385324057,9
1113,0718001044,6
1113,0812515722,5
1113,0848705459,8
1129,0064407667,4
1129,014025448X,7
1129,0151010102,7
1129,0385472951,6
1129,0385493800,6
1129,0553377876,3
1129,0671318314,7
1129,1400062888,3
1129,1558612815,9
1129,1931520038,10
1140,0671880187,10
1150,0486280616,10
1155,006101253X,7
1155,0373250223,8
1155,0380814021,6
1155,0380817683,10
1155,0440217806,7
1155,0446607835,8
1155,0451402103,8
1155,0451409256,9
1155,0671000381,7
1155,0671032658,9
1155,0671689231,7
1155,0671701053,5
1155,0743405978,8
1164,0380012774,10
1167,0060929596,10
1167,0373834985,5
1167,038533656X,5
1167,0440217520,5
1167,0440224675,8
1167,0679450548,7
1167,0743230213,7
1167,0802135196,9
1169,0375707425,6
1180,0812565959,10
1184,034536628X,7
1184,0425163385,7
1184,0553585118,3
1184,0880387483,7
1250,0385721358,8
1258,0553232053,4
1261,0316776963,8
1261,0345401123,7
1261,0345438329,6
1261,0452282152,7
1261,0688177751,8
1262,1593160127,10
1262,1593160151,10
1266,0618126988,10
1297,0060192119,8
1297,0679731148,7
1297,0836218256,7
1297,1574551108,10
1309,0316969680,7
1309,0425178765,10
1309,055357227X,10
1348,0061008028,7
1348,1888740051,8
1355,1931646384,9
1359,0399501487,7
1360,157566559X,7
1368,0060514949,7
1368,0066210151,7
1368,0375411992,5
1368,0425188361,7
1375,0743203313,5
1377,0440224764,8
1389,0553572997,9
1396,0380727501,10
1399,0312423799,9
1399,0316089745,10
1399,037542217X,9
1403,0345440773,8
1409,0061093106,8
1409,0373218192,8
1409,042517736X,9
1409,0440208912,8
1409,0515120006,6
1409,0515127396,5
1410,0684868911,9
1412,0156027321,9
1412,0345416260,9
1412,0345433084,6
1412,0385486804,9
1412,0385494785,9
1412,0385512104,9
1412,0451180208,7
1412,089587198X,7
1427,0062502182,10
1433,0743418174,3
1435,0060915544,10
1435,0060977477,5
1435,0345378490,5
1435,0345387651,5
1435,0345410998,10
1435,0374517886,8
1435,0375505547,7
1435,0380728249,10
1435,0385325126,9
1435,0385490615,6
1435,0394742591,7
1435,0399133143,5
1435,0446611239,10
1435,0446672211,8
1435,0451183665,7
1435,0451208765,4
1435,0486408760,10
1435,0517149257,10
1435,0517573822,10
1435,0570060265,8
1435,0618127453,9
1435,0671017586,7
1435,0671024248,4
1435,0679751343,8
1435,068484267X,8
1435,0684848783,5
1435,0684855631,9
1435,0684863324,9
1435,0802713815,5
1435,080410753X,10
1435,0812590236,4
1435,0844239461,5
1435,0850315336,6
1435,0875964125,5
1435,0877732906,6
1435,0887482570,7
1435,0913367176,10
1435,0929587227,7
1435,0933121245,7
1435,0971880107,5
1435,1558007725,6
1435,155874262X,10
1435,1569021074,5
1435,1573221775,4
1435,1893910245,3
1435,1932270329,6
1448,0679459626,6
1485,0140004424,9
1485,0380706725,8
1485,0380717085,8
1485,0440512158,10
1485,0767904281,6
1489,0385492081,8
1511,0345391802,9
1511,0425130215,7
1513,0671510053,8
1515,0671027344,9
1519,0671028375,8
1530,044023722X,8
1535,006017935X,7
1535,067976402X,10
1548,0060394447,1
1548,006093395X,6
1548,0312243022,8
1548,034540288X,5
1548,0345425707,8
1548,0345434692,7
1548,0374177023,7
1548,037541181X,7
1548,0425167313,8
1548,0451821971,7
1548,0452282152,8
1548,0553131893,8
1548,0553234609,9
1548,0553258540,9
1548,0765342294,8
1554,0440237688,9
1554,0679884394,10
1558,006105660X,10
1558,0374281602,9
1558,0425167720,7
1558,0446519960,10
1558,0609610597,10
1558,0671698419,10
1570,0156787334,10
1582,1569314195,10
1583,0060908548,5
1585,0028606353,5
1585,0061030953,4
1585,0316182540,7
1585,0316919896,7
1585,0345413903,7
1585,0446355224,4
1585,0446604658,6
1585,0446611611,6
1585,0449212602,8
1585,0451147375,5
1585,0451178033,6
1585,0553282476,7
1585,0553299506,7
1585,0553343874,6
1585,0684867621,4
1585,0881845906,5
1596,0060002492,5
1596,0385511612,6
1596,0679426159,6
1597,0316569321,7
1597,0671020315,5
1597,067169071X,7
1597,0679732241,4
1608,0449212602,10
1608,0449214982,5
1608,0515090174,8
1608,0515095826,8
1608,0515111279,8
1617,0385475713,7
1617,0553268449,8
1633,0425045250,7
1641,0553375407,7
1674,0060187271,10
1674,0060975547,9
1674,0131554255,7
1674,0312314256,10
1674,0312868308,5
1674,0312874006,1
1674,0316136778,10
1674,0345382544,9
1674,0345384466,7
1674,0345416880,7
1674,0375725784,10
1674,0385483503,10
1674,038548951X,10
1674,0385497288,10
1674,0393312801,10
1674,0445202718,1
1674,0449912558,5
1674,0451162463,8
1674,0553380958,10
1674,0590486101,10
1674,0618129030,8
1674,0679725164,6
1674,0679775471,8
1674,0812505166,10
1683,0786005998,7
1706,0060182792,9
1706,0345392825,5
1706,0393038440,4
1706,0446606723,7
1706,0451524934,10
1706,0679721819,8
1706,0737020121,8
1718,0743418174,8
1723,0590449737,5
1730,0767905180,8
1733,0060536705,7
1733,0061042005,9
1733,0061083275,9
1733,0061095869,8
1733,0312968256,6
1733,0312983824,5
1733,0316089699,5
1733,0345447840,10
1733,0373079621,3
1733,0373121601,8
1733,0373121709,5
1733,0373121857,8
1733,0373168438,9
1733,0373169299,5
1733,0373195036,9
1733,0373196636,4
1733,0373218400,9
1733,0373224818,8
1733,0373226934,8
1733,0373226950,10
1733,0373240228,10
1733,0373242328,6
1733,037325928X,7
1733,0373259840,7
1733,0373271867,7
1733,0373273193,8
1733,0373301529,6
1733,0373301537,6
